id;modified;language;license;collectionCode;basisOfRecord;dynamicProperties;occurrenceID;organismQuantity;organismQuantityType;minimumDepthInMeters;maximumDepthInMeters;decimalLatitude;decimalLongitude;footprintWKT;scientificNameID;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;scientificNameAuthorship;vernacularName
2438_MISTA_Antarctic_Phipoda:1594;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1594;1;individual count;404;407;-75.15000153;-27.58333397;POINT(-27.5833339691162 -75.1500015258789);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1595;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1595;1;individual count;399;404;-75.15000153;-27.54999924;POINT(-27.5499992370605 -75.1500015258789);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1596;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1596;1;individual count;500;506;-75.25;-26.21666718;POINT(-26.216667175293 -75.25);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1597;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1597;1;individual count;569;574;-75.26667023;-25.98333359;POINT(-25.9833335876465 -75.2666702270508);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1598;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1598;1;individual count;593;624;-75.30000305;-25.96666718;POINT(-25.966667175293 -75.3000030517578);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1599;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1599;1;individual count;294;305;-73.3666687;-20.75;POINT(-20.75 -73.3666687011719);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1600;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1600;1;individual count;2025;2037;-71.15000153;-13.80000019;POINT(-13.8000001907349 -71.1500015258789);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1601;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1601;1;individual count;185;187;-71.26667023;-13.0666666;POINT(-13.0666666030884 -71.2666702270508);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1602;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1602;1;individual count;522;531;-71.09999847;-12.5666666;POINT(-12.5666666030884 -71.0999984741211);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1603;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1603;1;individual count;196;212;-71.65000153;-12.16666698;POINT(-12.1666669845581 -71.6500015258789);urn:lsid:marinespecies.org:taxname:214775;Gitanopsis pusilla;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;pusilla;K.H. Barnard;Gitanopsis pusilla
2438_MISTA_Antarctic_Phipoda:1604;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1604;1;individual count;509;518;-74.66666412;-29.66666603;POINT(-29.6666660308838 -74.6666641235352);urn:lsid:marinespecies.org:taxname:237080;Gitanopsis simplex;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;simplex;Schellenberg;Gitanopsis simplex
2438_MISTA_Antarctic_Phipoda:1605;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1605;1;individual count;404;407;-75.15000153;-27.58333397;POINT(-27.5833339691162 -75.1500015258789);urn:lsid:marinespecies.org:taxname:237080;Gitanopsis simplex;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;simplex;Schellenberg;Gitanopsis simplex
2438_MISTA_Antarctic_Phipoda:1606;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1606;1;individual count;399;404;-75.15000153;-27.54999924;POINT(-27.5499992370605 -75.1500015258789);urn:lsid:marinespecies.org:taxname:237080;Gitanopsis simplex;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;simplex;Schellenberg;Gitanopsis simplex
2438_MISTA_Antarctic_Phipoda:1607;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1607;1;individual count;500;506;-75.25;-26.21666718;POINT(-26.216667175293 -75.25);urn:lsid:marinespecies.org:taxname:237080;Gitanopsis simplex;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;simplex;Schellenberg;Gitanopsis simplex
2438_MISTA_Antarctic_Phipoda:1608;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1608;1;individual count;569;574;-75.26667023;-25.98333359;POINT(-25.9833335876465 -75.2666702270508);urn:lsid:marinespecies.org:taxname:237080;Gitanopsis simplex;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;simplex;Schellenberg;Gitanopsis simplex
2438_MISTA_Antarctic_Phipoda:1609;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1609;1;individual count;185;187;-71.26667023;-13.0666666;POINT(-13.0666666030884 -71.2666702270508);urn:lsid:marinespecies.org:taxname:237080;Gitanopsis simplex;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;simplex;Schellenberg;Gitanopsis simplex
2438_MISTA_Antarctic_Phipoda:1610;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1610;1;individual count;402;450;-71.66666412;-12.35000038;POINT(-12.3500003814697 -71.6666641235352);urn:lsid:marinespecies.org:taxname:237080;Gitanopsis simplex;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;simplex;Schellenberg;Gitanopsis simplex
2438_MISTA_Antarctic_Phipoda:1611;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1611;1;individual count;389;423;-71.65000153;-12.35000038;POINT(-12.3500003814697 -71.6500015258789);urn:lsid:marinespecies.org:taxname:237080;Gitanopsis simplex;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;simplex;Schellenberg;Gitanopsis simplex
2438_MISTA_Antarctic_Phipoda:1612;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:1612;1;individual count;35;25;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237126;Gitanopsis squamosa;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;squamosa;Thomson;Gitanopsis squamosa
2438_MISTA_Antarctic_Phipoda:1613;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:1613;1;individual count;35;25;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237126;Gitanopsis squamosa;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;squamosa;Thomson;Gitanopsis squamosa
2438_MISTA_Antarctic_Phipoda:1614;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Polish trawl (KGI)};2438_MISTA_Antarctic_Phipoda:1614;1;individual count;30;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237126;Gitanopsis squamosa;Animalia;Arthropoda;Malacostraca;Amphipoda;Amphilochidae;Gitanopsis;squamosa;Thomson;Gitanopsis squamosa
2438_MISTA_Antarctic_Phipoda:1615;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1615;1;individual count;394;414;-60.83333206;-55.65000153;POINT(-55.6500015258789 -60.8333320617676);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia
2438_MISTA_Antarctic_Phipoda:1616;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1616;1;individual count;1996;2012;-74.16666412;-29.70000076;POINT(-29.7000007629395 -74.1666641235352);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia
2438_MISTA_Antarctic_Phipoda:1617;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bentho Pelagic Net (PS)};2438_MISTA_Antarctic_Phipoda:1617;1;individual count;798;810;-74.6166687;-29.68333244;POINT(-29.6833324432373 -74.6166687011719);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia
2438_MISTA_Antarctic_Phipoda:1618;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bentho Pelagic Net (PS)};2438_MISTA_Antarctic_Phipoda:1618;1;individual count;484;509;-74.66666412;-29.61666679;POINT(-29.6166667938232 -74.6666641235352);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia
2438_MISTA_Antarctic_Phipoda:1619;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1619;1;individual count;446;428;-73.69166565;-22.48333359;LINESTRING(-22.5 -73.6999969482422, -22.466667175293 -73.6833343505859);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia
2438_MISTA_Antarctic_Phipoda:1620;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1620;1;individual count;402;450;-71.66666412;-12.35000038;POINT(-12.3500003814697 -71.6666641235352);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia
2438_MISTA_Antarctic_Phipoda:1621;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1621;1;individual count;462;481;-71.04166794;-11.36666679;LINESTRING(-11.4166669845581 -71.0500030517578, -11.3166666030884 -71.033332824707);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia
2438_MISTA_Antarctic_Phipoda:1622;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:1622;1;individual count;90;70;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia
2438_MISTA_Antarctic_Phipoda:1623;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1623;1;individual count;246;242;-73.875;-22.42499924;LINESTRING(-22.4333324432373 -73.8833312988281, -22.4166660308838 -73.8666687011719);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia 2
2438_MISTA_Antarctic_Phipoda:1624;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1624;1;individual count;462;481;-71.04166794;-11.36666679;LINESTRING(-11.4166669845581 -71.0500030517578, -11.3166666030884 -71.033332824707);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia 2
2438_MISTA_Antarctic_Phipoda:1625;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1625;1;individual count;462;481;-71.04166794;-11.36666679;LINESTRING(-11.4166669845581 -71.0500030517578, -11.3166666030884 -71.033332824707);urn:lsid:marinespecies.org:taxname:177004;Gnathiphimedia;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;;K.H. Barnard;Gnathiphimedia 3
2438_MISTA_Antarctic_Phipoda:1626;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1626;1;individual count;483;484;-74.66666412;-29.70000076;POINT(-29.7000007629395 -74.6666641235352);urn:lsid:marinespecies.org:taxname:236977;Gnathiphimedia barnardi;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;barnardi;Thurston;Gnathiphimedia barnardi
2438_MISTA_Antarctic_Phipoda:1627;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1627;1;individual count;402;412;-71.19999695;-13.23333359;POINT(-13.2333335876465 -71.1999969482422);urn:lsid:marinespecies.org:taxname:236977;Gnathiphimedia barnardi;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;barnardi;Thurston;Gnathiphimedia barnardi
2438_MISTA_Antarctic_Phipoda:1628;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1628;1;individual count;771;793;-71.09999847;-12.57333374;POINT(-12.5733337402344 -71.0999984741211);urn:lsid:marinespecies.org:taxname:236977;Gnathiphimedia barnardi;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;barnardi;Thurston;Gnathiphimedia barnardi
2438_MISTA_Antarctic_Phipoda:1629;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1629;1;individual count;499;515;-71.09999847;-12.5666666;POINT(-12.5666666030884 -71.0999984741211);urn:lsid:marinespecies.org:taxname:236977;Gnathiphimedia barnardi;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;barnardi;Thurston;Gnathiphimedia barnardi
2438_MISTA_Antarctic_Phipoda:1630;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:1630;1;individual count;150;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:236977;Gnathiphimedia barnardi;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;barnardi;Thurston;Gnathiphimedia barnardi
2438_MISTA_Antarctic_Phipoda:1631;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;;2438_MISTA_Antarctic_Phipoda:1631;1;individual count;;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237330;Gnathiphimedia fuchsi;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;fuchsi;Thurston;Gnathiphimedia fuchsi
2438_MISTA_Antarctic_Phipoda:1632;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:1632;1;individual count;80;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237330;Gnathiphimedia fuchsi;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;fuchsi;Thurston;Gnathiphimedia fuchsi
2438_MISTA_Antarctic_Phipoda:1633;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1633;1;individual count;402;412;-71.19999695;-13.23333359;POINT(-13.2333335876465 -71.1999969482422);urn:lsid:marinespecies.org:taxname:237516;Gnathiphimedia incerta;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;incerta;Bellan-Santini;Gnathiphimedia incerta
2438_MISTA_Antarctic_Phipoda:1634;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1634;1;individual count;483;484;-74.66666412;-29.70000076;POINT(-29.7000007629395 -74.6666641235352);urn:lsid:marinespecies.org:taxname:237306;Gnathiphimedia macrops;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;macrops;K.H. Barnard;Gnathiphimedia macrops
2438_MISTA_Antarctic_Phipoda:1635;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Epibenthic Sledge (diverse)};2438_MISTA_Antarctic_Phipoda:1635;1;individual count;223;;-71.43333435;-13.70833302;LINESTRING(-13.7166662216187 -71.4333343505859, -13.6999998092651 -71.4333343505859);urn:lsid:marinespecies.org:taxname:237030;Gnathiphimedia mandibularis;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;mandibularis;K.H. Barnard;Gnathiphimedia mandibularis
2438_MISTA_Antarctic_Phipoda:1636;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1636;1;individual count;254;261;-71.51667023;-13.57499981;LINESTRING(-13.5666666030884 -71.5166702270508, -13.5833330154419 -71.5166702270508);urn:lsid:marinespecies.org:taxname:237030;Gnathiphimedia mandibularis;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;mandibularis;K.H. Barnard;Gnathiphimedia mandibularis
2438_MISTA_Antarctic_Phipoda:1637;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1637;1;individual count;402;412;-71.19999695;-13.23333359;POINT(-13.2333335876465 -71.1999969482422);urn:lsid:marinespecies.org:taxname:237030;Gnathiphimedia mandibularis;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;mandibularis;K.H. Barnard;Gnathiphimedia mandibularis
2438_MISTA_Antarctic_Phipoda:1638;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1638;1;individual count;415;416;-71.28416824;-12.60249996;LINESTRING(-12.6049995422363 -71.283332824707, -12.6000003814697 -71.2850036621094);urn:lsid:marinespecies.org:taxname:237030;Gnathiphimedia mandibularis;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;mandibularis;K.H. Barnard;Gnathiphimedia mandibularis
2438_MISTA_Antarctic_Phipoda:1639;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1639;1;individual count;499;515;-71.09999847;-12.5666666;POINT(-12.5666666030884 -71.0999984741211);urn:lsid:marinespecies.org:taxname:237030;Gnathiphimedia mandibularis;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;mandibularis;K.H. Barnard;Gnathiphimedia mandibularis
2438_MISTA_Antarctic_Phipoda:1640;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1640;1;individual count;170;174;-71.30000305;-12.2750001;LINESTRING(-12.2833337783813 -71.3000030517578, -12.2666664123535 -71.3000030517578);urn:lsid:marinespecies.org:taxname:237030;Gnathiphimedia mandibularis;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;mandibularis;K.H. Barnard;Gnathiphimedia mandibularis
2438_MISTA_Antarctic_Phipoda:1641;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1641;1;individual count;236;272;-70.8441658;-10.59083319;LINESTRING(-10.5900001525879 -70.8399963378906, -10.5916662216187 -70.8483352661133);urn:lsid:marinespecies.org:taxname:237030;Gnathiphimedia mandibularis;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;mandibularis;K.H. Barnard;Gnathiphimedia mandibularis
2438_MISTA_Antarctic_Phipoda:1642;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;;2438_MISTA_Antarctic_Phipoda:1642;1;individual count;;;-69;69;POINT(69 -69);urn:lsid:marinespecies.org:taxname:237030;Gnathiphimedia mandibularis;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;mandibularis;K.H. Barnard;Gnathiphimedia mandibularis
2438_MISTA_Antarctic_Phipoda:1643;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1643;1;individual count;483;484;-74.66666412;-29.70000076;POINT(-29.7000007629395 -74.6666641235352);urn:lsid:marinespecies.org:taxname:237255;Gnathiphimedia sexdentata;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;sexdentata;Schellenberg;Gnathiphimedia sexdentata
2438_MISTA_Antarctic_Phipoda:1644;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1644;1;individual count;275;279;-75.25;-26.64999962;POINT(-26.6499996185303 -75.25);urn:lsid:marinespecies.org:taxname:237255;Gnathiphimedia sexdentata;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;sexdentata;Schellenberg;Gnathiphimedia sexdentata
2438_MISTA_Antarctic_Phipoda:1645;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1645;1;individual count;446;428;-73.69166565;-22.48333359;LINESTRING(-22.5 -73.6999969482422, -22.466667175293 -73.6833343505859);urn:lsid:marinespecies.org:taxname:237255;Gnathiphimedia sexdentata;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;sexdentata;Schellenberg;Gnathiphimedia sexdentata
2438_MISTA_Antarctic_Phipoda:1646;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:1646;1;individual count;254;261;-71.51667023;-13.57499981;LINESTRING(-13.5666666030884 -71.5166702270508, -13.5833330154419 -71.5166702270508);urn:lsid:marinespecies.org:taxname:237255;Gnathiphimedia sexdentata;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;sexdentata;Schellenberg;Gnathiphimedia sexdentata
2438_MISTA_Antarctic_Phipoda:1647;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:1647;1;individual count;499;515;-71.09999847;-12.5666666;POINT(-12.5666666030884 -71.0999984741211);urn:lsid:marinespecies.org:taxname:237255;Gnathiphimedia sexdentata;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;sexdentata;Schellenberg;Gnathiphimedia sexdentata
2438_MISTA_Antarctic_Phipoda:1648;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:1648;1;individual count;80;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237255;Gnathiphimedia sexdentata;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;sexdentata;Schellenberg;Gnathiphimedia sexdentata
2438_MISTA_Antarctic_Phipoda:1649;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:1649;1;individual count;80;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237255;Gnathiphimedia sexdentata;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;sexdentata;Schellenberg;Gnathiphimedia sexdentata
2438_MISTA_Antarctic_Phipoda:1650;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:1650;1;individual count;150;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237255;Gnathiphimedia sexdentata;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Gnathiphimedia;sexdentata;Schellenberg;Gnathiphimedia sexdentata
