"id","modified","language","license","collectionCode","basisOfRecord","dynamicProperties","occurrenceID","organismQuantity","organismQuantityType","minimumDepthInMeters","maximumDepthInMeters","decimalLatitude","decimalLongitude","footprintWKT","scientificNameID","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet","scientificNameAuthorship","vernacularName","observation_type"
"2438_MISTA_Antarctic_Phipoda:0067","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Russian Grab?}","2438_MISTA_Antarctic_Phipoda:0067",1,"individual count",444,NA,-65.6333,125.2333,"POINT(125.233329772949 -65.6333312988281)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0068","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Russian Grab?}","2438_MISTA_Antarctic_Phipoda:0068",1,"individual count",451,NA,-65.685,125.5856,"POINT(125.585563659668 -65.6849975585938)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0069","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Russian Grab?}","2438_MISTA_Antarctic_Phipoda:0069",1,"individual count",24,NA,-54.4853,158.9683,"POINT(158.968338012695 -54.485279083252)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0070","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Russian Grab?}","2438_MISTA_Antarctic_Phipoda:0070",1,"individual count",1070,NA,-69.8,161.8167,"POINT(161.816665649414 -69.8000030517578)","urn:lsid:marinespecies.org:taxname:237124","Abyssorchomene plebs","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","plebs","Hurley","Abyssorchomene plebs","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0072","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0072",1,"individual count",293,301,-53.3999,-42.665,"LINESTRING(-42.6680564880371 -53.4013900756836, -42.6619453430176 -53.3983345031738)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0073","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0073",1,"individual count",197,300,-77.2503,-41.5522,"LINESTRING(-41.5522232055664 -77.2502746582031, -41.5522232055664 -77.2502746582031)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0074","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0074",1,"individual count",0,197,-77.4336,-41.5172,"LINESTRING(-41.5172233581543 -77.4336090087891, -41.5172233581543 -77.4336090087891)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0075","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0075",1,"individual count",298,489,-77.4336,-41.5172,"LINESTRING(-41.5172233581543 -77.4336090087891, -41.5172233581543 -77.4336090087891)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0076","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0076",1,"individual count",0,350,-77.4686,-41.3167,"LINESTRING(-41.3166656494141 -77.4686126708984, -41.3166656494141 -77.4686126708984)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0077","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0077",1,"individual count",0,54,-77.3514,-40.885,"LINESTRING(-40.8849983215332 -77.3513870239258, -40.8849983215332 -77.3513870239258)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0078","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0078",1,"individual count",54,198,-77.3514,-40.885,"LINESTRING(-40.8849983215332 -77.3513870239258, -40.8849983215332 -77.3513870239258)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0079","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0079",1,"individual count",198,303,-77.3514,-40.885,"LINESTRING(-40.8849983215332 -77.3513870239258, -40.8849983215332 -77.3513870239258)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0080","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0080",1,"individual count",0,52,-77.4008,-38.435,"LINESTRING(-38.435001373291 -77.4008331298828, -38.435001373291 -77.4008331298828)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0081","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0081",1,"individual count",0,40,-77.285,-35.2186,"LINESTRING(-35.2186126708984 -77.2850036621094, -35.2186126708984 -77.2850036621094)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0082","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0082",1,"individual count",40,200,-77.285,-35.2186,"LINESTRING(-35.2186126708984 -77.2850036621094, -35.2186126708984 -77.2850036621094)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0083","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0083",1,"individual count",200,312,-77.285,-35.2186,"LINESTRING(-35.2186126708984 -77.2850036621094, -35.2186126708984 -77.2850036621094)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0084","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0084",1,"individual count",198,278,-76.5686,-30.7683,"LINESTRING(-30.7683334350586 -76.5686111450195, -30.7683334350586 -76.5686111450195)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0085","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0085",1,"individual count",198,305,-75.5525,-30.6667,"LINESTRING(-30.6666660308838 -75.5524978637695, -30.6666660308838 -75.5524978637695)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0086","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0086",1,"individual count",44,198,-75.5525,-30.6667,"LINESTRING(-30.6666660308838 -75.5524978637695, -30.6666660308838 -75.5524978637695)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0087","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:0087",1,"individual count",798,810,-74.6167,-29.6833,"POINT(-29.6833324432373 -74.6166687011719)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0088","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:0088",1,"individual count",484,509,-74.6667,-29.6167,"POINT(-29.6166667938232 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0089","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:0089",1,"individual count",666,690,-74.6667,-29.45,"POINT(-29.4500007629395 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0090","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0090",1,"individual count",50,200,-75.9511,-28.7,"LINESTRING(-28.7000007629395 -75.9511108398438, -28.7000007629395 -75.9511108398438)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0091","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:0091",1,"individual count",457,463,-75.1333,-27.9833,"POINT(-27.9833335876465 -75.1333312988281)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0092","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:0092",1,"individual count",382,399,-75.1833,-27.6167,"POINT(-27.6166667938232 -75.1833343505859)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0093","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0093",1,"individual count",0,50,-75.5189,-27.2517,"LINESTRING(-27.2516670227051 -75.6022186279297, -27.2516670227051 -75.4355545043945)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0095","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0095",1,"individual count",269,278,-57.684,-26.4047,"LINESTRING(-26.4077777862549 -57.6836128234863, -26.4016666412354 -57.6844444274902)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0096","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0096",1,"individual count",0,48,-75.1522,-24.6856,"LINESTRING(-24.6855564117432 -75.1522216796875, -24.6855564117432 -75.1522216796875)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0097","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0097",1,"individual count",98,197,-74.1847,-24.6003,"LINESTRING(-24.6002769470215 -74.1847229003906, -24.6002769470215 -74.1847229003906)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0098","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0098",1,"individual count",74,198,-74.1842,-24.5847,"LINESTRING(-24.5847225189209 -74.1841659545898, -24.5847225189209 -74.1841659545898)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0099","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0099",1,"individual count",198,327,-74.1842,-24.5847,"LINESTRING(-24.5847225189209 -74.1841659545898, -24.5847225189209 -74.1841659545898)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0100","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0100",1,"individual count",199,305,-74.1344,-24.4014,"LINESTRING(-24.401388168335 -74.1344451904297, -24.401388168335 -74.1344451904297)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0101","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0101",1,"individual count",100,199,-74.1344,-24.4014,"LINESTRING(-24.401388168335 -74.1344451904297, -24.401388168335 -74.1344451904297)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0102","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0102",1,"individual count",1453,1751,-72.8142,-19.6408,"LINESTRING(-19.6100006103516 -72.8066635131836, -19.671667098999 -72.821662902832)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0103","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:0103",1,"individual count",377,NA,-72.8467,-19.2583,"LINESTRING(-19.2583332061768 -72.8466644287109, -19.2583332061768 -72.8466644287109)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0104","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0104",1,"individual count",0,130,-72.4019,-16.35,"LINESTRING(-16.3500003814697 -72.4019470214844, -16.3500003814697 -72.4019470214844)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0105","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0105",1,"individual count",200,285,-72.4019,-16.35,"LINESTRING(-16.3500003814697 -72.4019470214844, -16.3500003814697 -72.4019470214844)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:0106","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:0106",1,"individual count",102,188,-72.1503,-15.185,"LINESTRING(-15.1850004196167 -72.150276184082, -15.1850004196167 -72.150276184082)","urn:lsid:marinespecies.org:taxname:236922","Abyssorchomene rossi","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Abyssorchomene","rossi","Walker","Abyssorchomene rossi","bottom trawling"
